#B,LC,LD,Bhead,LDhead,Bmid,LDmid,Btail,LDtail,all,active,mutual,oneside,maxscore,minscore,soceraverage,,,,,,,,,,,,,,,,,,,,
0.714285714,0.714285714,0,0.714285714,0,0.714285714,0,0.714285714,0,0,0,0,0,54,42,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.571428571,0.571428571,0,0.571428571,0,0.571428571,0,0.571428571,0,0,0,0,0,0,0,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571
0.285714286,0,0.571428571,0.285714286,0.571428571,0.285714286,0.571428571,0.285714286,0.571428571,0,0,0,0,193.3308696,21.01648059,111.0759251,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571
0.285714286,0,0.571428571,0.285714286,0.571428571,0.285714286,0.571428571,0.285714286,0.571428571,0,0,0,0,282.326898,13.35829965,162.6567291,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571
0.857142857,0.285714286,0,0.857142857,0,0.857142857,0,0.857142857,0,0,0,0,0,60,48,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.285714286,0.857142857,0,0.285714286,0,0.285714286,0,0.285714286,0,0,0,0,0,22,14,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.857142857,0.571428571,0.571428571,0.857142857,0.571428571,0.857142857,0.571428571,0.857142857,0.571428571,0,0,0,0,442.8331203,226.2986222,329.5130941,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571
0,0.285714286,0.857142857,0,0.857142857,0,0.857142857,0,0.857142857,0,0,0,0,0,0,0,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857
0.571428571,0.285714286,0.285714286,0.571428571,0.285714286,0.571428571,0.285714286,0.571428571,0.285714286,0,0,0,0,286.8277226,82.11480405,165.8307922,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286
0,0,0.571428571,0,0.571428571,0,0.571428571,0,0.571428571,0,0,0,0,0,0,0,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571
0.285714286,0.285714286,0,0.285714286,0,0.285714286,0,0.285714286,0,0,0,0,0,21,9,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.571428571,0,0.857142857,0.571428571,0.857142857,0.571428571,0.857142857,0.571428571,0.857142857,0,0,0,0,474.1559486,47.15218664,223.9444225,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857
0.571428571,0,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0,0,0,0,430.7193931,119.3921193,257.3730841,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571
0.571428571,0.857142857,0.285714286,0.571428571,0.285714286,0.571428571,0.285714286,0.571428571,0.285714286,0,0,0,0,281.9346076,102.5857127,185.9523376,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286
0.571428571,0.285714286,0.857142857,0.571428571,0.857142857,0.571428571,0.857142857,0.571428571,0.857142857,0,0,0,0,362.4189499,29.48256474,199.2802932,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857
